,Game Result,Game Mode,Time Length,MMR or Elo,Skill Rank,Relic 1,Relic 2,Kill #,Death #,Assist #,KDA,God Name,Level and Total Gold
900,victory,Ranked: Conquest - 4 months ago,24m,+16,+138 SR,Shield of Thorns Upgrade,Blink Rune,3, 5, 8,"
1.4 KDA
",Nike,"
Level 19 / 13,807G
"
901,defeat,Ranked: Conquest - 4 months ago,31m,-16,-131 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,7, 2, 12,"
6.5 KDA
",Aphrodite,"
Level 20 / 17,227G
"
902,victory,Ranked: Conquest - 4 months ago,30m,"+9
",+30 SR,Aegis Amulet,Purification Beads Upgrade,16, 3, 14,"
7.67 KDA
",Ra,"
Level 20 / 18,461G
"
903,defeat,Ranked: Conquest - 4 months ago,22m,-17,-113 SR,Purification Beads,Blink Rune,5, 5, 0,"
1 KDA
",Zhong Kui,"
Level 17 / 10,868G
"
904,victory,Ranked: Conquest - 4 months ago,30m,+17,+48 SR,Aegis Amulet,Purification Beads,8, 4, 8,"
3 KDA
",Cernunnos,"
Level 20 / 16,690G
"
905,victory,Ranked: Conquest - 4 months ago,26m,"+8
",+91 SR,Purification Beads Upgrade,Blink Rune Upgrade,11, 4, 9,"
3.88 KDA
",Ravana,"
Level 20 / 17,508G
"
906,victory,Ranked: Conquest - 4 months ago,28m,"+7
",+204 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,9, 5, 10,"
2.8 KDA
",Baron Samedi,"
Level 20 / 17,964G
"
907,victory,Ranked: Conquest - 4 months ago,32m,"+7
",+66 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,13, 6, 14,"
3.33 KDA
",Rama,"
Level 20 / 19,856G
"
908,victory,Ranked: Conquest - 4 months ago,19m,+15,+206 SR,Purification Beads,Blink Rune,5, 2, 6,"
4 KDA
",Cupid,"
Level 17 / 11,573G
"
909,victory,Ranked: Conquest - 4 months ago,23m,"+9
",+40 SR,Purification Beads,Blink Rune,10, 6, 5,"
2.08 KDA
",Anubis,"
Level 20 / 14,913G
"
910,victory,Ranked: Conquest - 4 months ago,32m,+17,+57 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,18, 3, 8,"
7.33 KDA
",Thoth,"
Level 20 / 20,943G
"
911,victory,Ranked: Conquest - 4 months ago,24m,+16,+343 SR,Shield of Thorns Upgrade,Teleport Glyph Upgrade,5, 1, 11,"
10.5 KDA
",Artio,"
Level 20 / 12,988G
"
912,victory,Ranked: Conquest - 4 months ago,13m,+13,+66 SR,Shield of Thorns,Teleport Glyph,5, 0, 3,"
6.5 KDA
",Sun Wukong,"
Level 15 / 8,785G
"
913,victory,Ranked: Conquest - 4 months ago,16m,+12,+18 SR,Purification Beads,Blink Rune,7, 0, 2,"
8 KDA
",Scylla,"
Level 18 / 12,442G
"
914,defeat,Normal: Assault - 4 months ago,11m,-11,-41 SR,Meditation Cloak,Blink Rune,8, 6, 11,"
2.25 KDA
",Poseidon,"
Level 17 / 10,493G
"
915,victory,Ranked: Conquest - 4 months ago,34m,+18,+268 SR,Shield of Thorns Upgrade,Purification Beads Upgrade,6, 4, 19,"
3.88 KDA
",Nike,"
Level 20 / 16,914G
"
916,victory,Ranked: Conquest - 4 months ago,28m,+16,+95 SR,Purification Beads,Blink Rune,7, 7, 4,"
1.29 KDA
",Anubis,"
Level 20 / 16,332G
"
917,victory,Ranked: Conquest - 4 months ago,34m,+16,+94 SR,Purification Beads Upgrade,Blink Rune Upgrade,10, 10, 6,"
1.3 KDA
",Arachne,"
Level 20 / 20,675G
"
918,defeat,Ranked: Conquest - 4 months ago,52m,-17,-101 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,4, 7, 11,"
1.36 KDA
",The Morrigan,"
Level 20 / 25,965G
"
919,defeat,Ranked: Conquest - 4 months ago,24m,-17,-69 SR,Heavenly Wings Upgrade,Blink Rune,4, 5, 6,"
1.4 KDA
",Ymir,"
Level 17 / 12,480G
"
920,victory,Ranked: Conquest - 4 months ago,25m,+16,+307 SR,Heavenly Wings Upgrade,Blink Rune,3, 0, 18,"
12 KDA
",Kumbhakarna,"
Level 18 / 13,675G
"
921,defeat,Ranked: Conquest - 4 months ago,13m,-16,-110 SR,Relic,Purification Beads,1, 3, 2,"
0.67 KDA
",Kukulkan,"
Level 11 / 6,727G
"
922,victory,Ranked: Conquest - 4 months ago,29m,+19,+79 SR,Purification Beads Upgrade,Blink Rune Upgrade,9, 4, 16,"
4.25 KDA
",Awilix,"
Level 20 / 17,164G
"
923,victory,Ranked: Conquest - 4 months ago,24m,+17,+89 SR,Purification Beads,Blink Rune,6, 1, 8,"
10 KDA
",Anhur,"
Level 20 / 14,553G
"
924,victory,Ranked: Conquest - 4 months ago,31m,+15,+51 SR,Purification Beads Upgrade,Blink Rune Upgrade,6, 5, 20,"
3.2 KDA
",Hades,"
Level 20 / 18,266G
"
925,victory,Ranked: Conquest - 4 months ago,29m,+17,+54 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,3, 2, 18,"
6 KDA
",Kukulkan,"
Level 20 / 15,855G
"
926,defeat,Ranked: Conquest - 4 months ago,21m,-17,-110 SR,Aegis Amulet,Purification Beads,3, 7, 3,"
0.64 KDA
",Raijin,"
Level 16 / 10,424G
"
927,victory,Ranked: Conquest - 4 months ago,44m,+17,+177 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,13, 7, 12,"
2.71 KDA
",Ullr,"
Level 20 / 25,131G
"
928,victory,Ranked: Conquest - 4 months ago,24m,+16,+92 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,3, 0, 16,"
11 KDA
",Sun Wukong,"
Level 19 / 14,582G
"
929,defeat,Ranked: Conquest - 4 months ago,26m,-21,-62 SR,Aegis Amulet,Purification Beads,2, 9, 5,"
0.5 KDA
",Chernobog,"
Level 20 / 13,295G
"
930,victory,Ranked: Conquest - 4 months ago,24m,+16,+64 SR,Purification Beads,Blink Rune,9, 0, 9,"
13.5 KDA
",Nox,"
Level 20 / 14,671G
"
931,victory,Ranked: Conquest - 4 months ago,38m,+17,+49 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,7, 7, 19,"
2.36 KDA
",Kukulkan,"
Level 20 / 19,910G
"
932,defeat,Ranked: Conquest - 4 months ago,16m,-17,-100 SR,Aegis Amulet,Purification Beads,1, 5, 4,"
0.6 KDA
",Agni,"
Level 12 / 7,400G
"
933,defeat,Ranked: Conquest - 4 months ago,38m,-16,-169 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,10, 3, 7,"
4.5 KDA
",Raijin,"
Level 20 / 19,689G
"
934,victory,Ranked: Conquest - 4 months ago,31m,+16,+89 SR,Purification Beads,Blink Rune,12, 4, 10,"
4.25 KDA
",Isis,"
Level 20 / 18,573G
"
935,defeat,Ranked: Conquest - 4 months ago,23m,-16,-78 SR,Purification Beads,Blink Rune,3, 6, 5,"
0.92 KDA
",Anhur,"
Level 19 / 11,796G
"
936,victory,Ranked: Conquest - 4 months ago,37m,+17,+159 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,16, 10, 8,"
2 KDA
",Zeus,"
Level 20 / 21,718G
"
937,defeat,Ranked: Conquest - 4 months ago,20m,-18,-106 SR,Purification Beads,Blink Rune,1, 3, 3,"
0.83 KDA
",Anhur,"
Level 16 / 10,049G
"
938,defeat,Ranked: Conquest - 4 months ago,24m,-17,-174 SR,Purification Beads,Blink Rune,2, 5, 2,"
0.6 KDA
",Artemis,"
Level 18 / 11,660G
"
939,defeat,Ranked: Conquest - 4 months ago,21m,"0
 ",-85 SR,Relic,Relic,0, 2, 1,"
0.25 KDA
",Zeus,"
Level 2 / 4,058G
"
940,victory,Ranked: Conquest - 4 months ago,21m,+17,+29 SR,Purification Beads,Blink Rune,6, 1, 10,"
11 KDA
",Scylla,"
Level 20 / 14,144G
"
941,victory,Ranked: Conquest - 4 months ago,18m,+17,+106 SR,Heavenly Wings Upgrade,Blink Rune,2, 1, 12,"
8 KDA
",Sobek,"
Level 15 / 11,489G
"
942,defeat,Ranked: Conquest - 4 months ago,20m,-16,-122 SR,Shield of Thorns Upgrade,Teleport Glyph Upgrade,1, 3, 1,"
0.5 KDA
",Kuzenbo,"
Level 17 / 10,093G
"
943,defeat,Ranked: Conquest - 4 months ago,43m,-16,-46 SR,Shield of Thorns Upgrade,Teleport Glyph Upgrade,9, 4, 10,"
3.5 KDA
",Bellona,"
Level 20 / 22,789G
"
944,defeat,Ranked: Conquest - 4 months ago,26m,-15,-58 SR,Aegis Amulet,Purification Beads,2, 3, 1,"
0.83 KDA
",Janus,"
Level 20 / 13,308G
"
945,victory,Ranked: Conquest - 4 months ago,30m,+14,+113 SR,Purification Beads Upgrade,Blink Rune Upgrade,8, 1, 7,"
11.5 KDA
",Chaac,"
Level 20 / 17,769G
"
946,defeat,Ranked: Conquest - 4 months ago,46m,-17,-67 SR,Purification Beads Upgrade,Blink Rune Upgrade,7, 9, 12,"
1.44 KDA
",Hun Batz,"
Level 20 / 22,595G
"
947,defeat,Ranked: Conquest - 4 months ago,26m,-17,-94 SR,Magic Shell,Heavenly Wings Upgrade,2, 6, 9,"
1.08 KDA
",Ullr,"
Level 17 / 10,932G
"
948,defeat,Ranked: Conquest - 4 months ago,28m,-17,-128 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,1, 5, 7,"
0.9 KDA
",Terra,"
Level 19 / 13,656G
"
949,victory,Ranked: Conquest - 4 months ago,32m,+17,+77 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,15, 2, 16,"
11.5 KDA
",Raijin,"
Level 20 / 20,989G
"
950,victory,Ranked: Conquest - 4 months ago,26m,+17,+157 SR,Aegis Amulet,Purification Beads,9, 5, 12,"
3 KDA
",Medusa,"
Level 20 / 17,104G
"
951,victory,Ranked: Conquest - 4 months ago,24m,+17,+24 SR,Purification Beads,Blink Rune,11, 2, 7,"
7.25 KDA
",Scylla,"
Level 20 / 16,537G
"
952,defeat,Ranked: Conquest - 4 months ago,25m,-16,-97 SR,Aegis Amulet,Purification Beads,4, 5, 10,"
1.8 KDA
",Janus,"
Level 19 / 12,535G
"
953,defeat,Ranked: Conquest - 4 months ago,14m,-18,-215 SR,Relic,Heavenly Wings Upgrade,1, 4, 4,"
0.75 KDA
",Kumbhakarna,"
Level 10 / 6,835G
"
954,defeat,Normal: Conquest - 4 months ago,31m,-20,-81 SR,Purification Beads,Blink Rune,8, 9, 2,"
1 KDA
",Hercules,"
Level 20 / 17,135G
"
955,victory,Ranked: Conquest - 4 months ago,36m,+17,+84 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,11, 7, 12,"
2.43 KDA
",The Morrigan,"
Level 20 / 21,584G
"
956,victory,Ranked: Conquest - 4 months ago,21m,+18,+134 SR,Purification Beads,Blink Rune,13, 0, 6,"
16 KDA
",Ao Kuang,"
Level 20 / 14,641G
"
957,victory,Ranked: Conquest - 4 months ago,23m,+17,+141 SR,Cursed Ankh,Heavenly Wings Upgrade,7, 1, 16,"
15 KDA
",Sun Wukong,"
Level 18 / 13,996G
"
958,defeat,Ranked: Conquest - 4 months ago,33m,-16,-274 SR,Purification Beads Upgrade,Blink Rune Upgrade,8, 4, 10,"
3.25 KDA
",Erlang Shen,"
Level 20 / 17,330G
"
959,defeat,Ranked: Conquest - 4 months ago,28m,-17,-67 SR,Purification Beads,Blink Rune,3, 8, 6,"
0.75 KDA
",Scylla,"
Level 20 / 13,489G
"
960,victory,Ranked: Conquest - 4 months ago,21m,+17,+89 SR,Purification Beads,Blink Rune,7, 3, 6,"
3.33 KDA
",Skadi,"
Level 20 / 14,627G
"
961,defeat,Ranked: Conquest - 4 months ago,16m,-16,-203 SR,Purification Beads,Blink Rune,5, 1, 0,"
5 KDA
",Zhong Kui,"
Level 15 / 8,872G
"
962,victory,Ranked: Conquest - 4 months ago,32m,+17,+40 SR,Aegis Amulet,Purification Beads,5, 8, 11,"
1.31 KDA
",Ra,"
Level 20 / 16,414G
"
963,victory,Ranked: Conquest - 4 months ago,29m,+15,+72 SR,Purification Beads,Blink Rune,8, 3, 21,"
6.17 KDA
",Merlin,"
Level 20 / 17,629G
"
964,victory,Ranked: Conquest - 4 months ago,31m,+19,+263 SR,Aegis Amulet,Purification Beads,8, 5, 5,"
2.1 KDA
",Thor,"
Level 20 / 17,469G
"
965,defeat,Ranked: Conquest - 4 months ago,24m,-16,-168 SR,Purification Beads,Blink Rune,12, 4, 9,"
4.13 KDA
",Nox,"
Level 19 / 13,323G
"
966,victory,Ranked: Conquest - 4 months ago,30m,+17,+70 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,8, 2, 8,"
6 KDA
",Kukulkan,"
Level 20 / 17,921G
"
967,victory,Ranked: Conquest - 4 months ago,30m,+18,+160 SR,Purification Beads,Blink Rune,12, 2, 13,"
9.25 KDA
",Awilix,"
Level 20 / 18,975G
"
968,defeat,Ranked: Conquest - 4 months ago,35m,-18,-181 SR,Heavenly Wings Upgrade,Blink Rune Upgrade,3, 2, 20,"
6.5 KDA
",Sylvanus,"
Level 20 / 18,407G
"
969,victory,Ranked: Conquest - 4 months ago,28m,+18,+120 SR,Aegis Amulet,Purification Beads,9, 5, 8,"
2.6 KDA
",The Morrigan,"
Level 20 / 17,075G
"
970,defeat,Ranked: Conquest - 4 months ago,26m,-17,-198 SR,Aegis Amulet,Purification Beads,3, 5, 8,"
1.4 KDA
",Nu Wa,"
Level 20 / 12,757G
"
971,defeat,Ranked: Conquest - 4 months ago,24m,-19,-177 SR,Purification Beads,Blink Rune,4, 4, 6,"
1.75 KDA
",Cernunnos,"
Level 18 / 11,799G
"
972,defeat,Ranked: Conquest - 4 months ago,34m,-18,-53 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,6, 5, 10,"
2.2 KDA
",Vulcan,"
Level 20 / 19,108G
"
973,victory,Ranked: Conquest - 4 months ago,26m,+18,+33 SR,Purification Beads,Blink Rune,17, 2, 8,"
10.5 KDA
",Scylla,"
Level 20 / 17,299G
"
974,victory,Ranked: Conquest - 4 months ago,23m,+18,+66 SR,Aegis Amulet,Purification Beads,7, 1, 12,"
13 KDA
",Ra,"
Level 20 / 14,840G
"
975,victory,Ranked: Conquest - 4 months ago,27m,+17,+116 SR,Aegis Amulet,Purification Beads Upgrade,10, 2, 7,"
6.75 KDA
",Kukulkan,"
Level 20 / 17,199G
"
976,victory,Ranked: Conquest - 4 months ago,27m,+13,+132 SR,Purification Beads Upgrade,Blink Rune Upgrade,15, 1, 10,"
20 KDA
",Zhong Kui,"
Level 20 / 18,269G
"
977,victory,Ranked: Conquest - 4 months ago,31m,+18,+38 SR,Aegis Amulet,Purification Beads,8, 6, 7,"
1.92 KDA
",Cernunnos,"
Level 20 / 17,273G
"
978,victory,Ranked: Conquest - 4 months ago,23m,+19,+94 SR,Aegis Amulet,Blink Rune,8, 2, 2,"
4.5 KDA
",Anhur,"
Level 20 / 14,926G
"
979,victory,Ranked: Conquest - 4 months ago,23m,+20,+106 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,2, 9, 7,"
0.61 KDA
",Ares,"
Level 16 / 12,903G
"
980,victory,Ranked: Conquest - 4 months ago,29m,+20,+277 SR,Purification Beads Upgrade,Blink Rune Upgrade,5, 12, 4,"
0.58 KDA
",Loki,"
Level 20 / 16,616G
"
981,defeat,Ranked: Conquest - 4 months ago,28m,-19,-213 SR,Purification Beads,Blink Rune,12, 7, 4,"
2 KDA
",Ao Kuang,"
Level 20 / 15,911G
"
982,victory,Ranked: Conquest - 4 months ago,38m,+19,+56 SR,Purification Beads,Blink Rune,0, 9, 13,"
0.72 KDA
",Hades,"
Level 20 / 19,350G
"
983,victory,Ranked: Conquest - 4 months ago,26m,+21,+238 SR,Purification Beads,Blink Rune,10, 6, 8,"
2.33 KDA
",Sol,"
Level 20 / 15,548G
"
984,victory,Ranked: Conquest - 4 months ago,31m,+17,+31 SR,Purification Beads Upgrade,Blink Rune,7, 3, 13,"
4.5 KDA
",Scylla,"
Level 20 / 18,462G
"
985,victory,Ranked: Conquest - 4 months ago,39m,+19,+261 SR,Purification Beads Upgrade,Blink Rune Upgrade,12, 9, 15,"
2.17 KDA
",Awilix,"
Level 20 / 22,608G
"
986,defeat,Ranked: Conquest - 4 months ago,23m,-18,-217 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,7, 5, 2,"
1.6 KDA
",Zeus,"
Level 20 / 12,451G
"
987,victory,Ranked: Conquest - 4 months ago,23m,+18,+90 SR,Aegis Amulet,Purification Beads,10, 2, 7,"
6.75 KDA
",Thoth,"
Level 20 / 14,523G
"
988,victory,Ranked: Conquest - 4 months ago,31m,+18,+170 SR,Purification Beads,Blink Rune,11, 3, 7,"
4.83 KDA
",Arachne,"
Level 20 / 19,907G
"
989,victory,Ranked: Conquest - 4 months ago,26m,+19,+215 SR,Purification Beads,Blink Rune,7, 10, 11,"
1.25 KDA
",Agni,"
Level 20 / 15,247G
"
990,victory,Ranked: Conquest - 4 months ago,13m,+17,+126 SR,Purification Beads,Blink Rune,4, 1, 2,"
5 KDA
",Discordia,"
Level 14 / 8,280G
"
991,victory,Ranked: Conquest - 4 months ago,25m,+20,+135 SR,Purification Beads,Blink Rune,5, 4, 5,"
1.88 KDA
",Hou Yi,"
Level 20 / 14,025G
"
992,defeat,Ranked: Conquest - 4 months ago,24m,-18,-75 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,6, 6, 9,"
1.75 KDA
",Bacchus,"
Level 17 / 12,722G
"
993,victory,Ranked: Conquest - 4 months ago,18m,+18,+30 SR,Purification Beads,Blink Rune,6, 3, 6,"
3 KDA
",Scylla,"
Level 17 / 10,662G
"
994,victory,Ranked: Conquest - 4 months ago,23m,+24,+285 SR,Purification Beads,Blink Rune,13, 1, 7,"
16.5 KDA
",Izanami,"
Level 20 / 15,475G
"
995,defeat,Ranked: Conquest - 4 months ago,28m,-20,-160 SR,Heavenly Wings Upgrade,Blink Rune,2, 6, 12,"
1.33 KDA
",Cerberus,"
Level 17 / 13,318G
"
996,defeat,Ranked: Conquest - 4 months ago,27m,+20,-67 SR,Purification Beads,Blink Rune,7, 4, 6,"
2.5 KDA
",Poseidon,"
Level 20 / 14,852G
"
997,victory,Ranked: Conquest - 4 months ago,29m,"0
 ",+343 SR,Aegis Amulet,Purification Beads,15, 2, 7,"
9.25 KDA
",Kukulkan,"
Level 20 / 18,611G
"
998,victory,Ranked: Conquest - 4 months ago,16m,"0
 ",+496 SR,Aegis Amulet,Purification Beads,6, 1, 11,"
11.5 KDA
",Hera,"
Level 15 / 10,005G
"
999,victory,Ranked: Conquest - 4 months ago,21m,"0
 ",+192 SR,Purification Beads,Teleport Glyph,4, 4, 1,"
1.13 KDA
",Arachne,"
Level 19 / 12,027G
"
1000,victory,Ranked: Conquest - 4 months ago,19m,-15,+120 SR,Purification Beads,Blink Rune,8, 2, 3,"
4.75 KDA
",Anhur,"
Level 18 / 11,959G
"
1001,victory,Ranked: Conquest - 4 months ago,29m,+21,+100 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,6, 4, 12,"
3 KDA
",Freya,"
Level 20 / 17,362G
"
1002,defeat,Ranked: Conquest - 4 months ago,32m,-20,-82 SR,Aegis Amulet Upgrade,Blink Rune Upgrade,8, 9, 7,"
1.28 KDA
",Ah Muzen Cab,"
Level 20 / 16,836G
"
1003,victory,Ranked: Conquest - 4 months ago,21m,+19,+108 SR,Heavenly Wings Upgrade,Blink Rune,4, 3, 13,"
3.5 KDA
",Sylvanus,"
Level 16 / 12,810G
"
1004,victory,Ranked: Conquest - 4 months ago,31m,+20,+250 SR,Shield of Thorns Upgrade,Heavenly Wings Upgrade,4, 3, 16,"
4 KDA
",Kuzenbo,"
Level 20 / 17,934G
"
1005,victory,Ranked: Conquest - 4 months ago,26m,+19,+98 SR,Purification Beads,Blink Rune,7, 2, 6,"
5 KDA
",Hades,"
Level 20 / 16,777G
"
1006,defeat,Ranked: Conquest - 4 months ago,33m,-19,-180 SR,Aegis Amulet Upgrade,Blink Rune Upgrade,7, 10, 5,"
0.95 KDA
",Isis,"
Level 20 / 16,502G
"
1007,victory,Ranked: Conquest - 4 months ago,29m,+22,+276 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,12, 3, 18,"
7 KDA
",Hercules,"
Level 20 / 18,879G
"
1008,defeat,Ranked: Conquest - 4 months ago,19m,-22,-231 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,1, 5, 4,"
0.6 KDA
",Khepri,"
Level 12 / 8,404G
"
1009,victory,Ranked: Conquest - 4 months ago,27m,+23,+282 SR,Purification Beads Upgrade,Blink Rune Upgrade,10, 4, 13,"
4.13 KDA
",Chaac,"
Level 20 / 16,235G
"
1010,defeat,Ranked: Conquest - 4 months ago,22m,-21,-196 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,3, 6, 3,"
0.75 KDA
",Ullr,"
Level 14 / 9,885G
"
1011,victory,Ranked: Conquest - 4 months ago,22m,+23,+68 SR,Aegis Amulet,Purification Beads,13, 2, 7,"
8.25 KDA
",Rama,"
Level 20 / 15,817G
"
1012,defeat,Ranked: Conquest - 4 months ago,13m,-21,-171 SR,Aegis Amulet,Purification Beads,2, 1, 0,"
2 KDA
",Ra,"
Level 12 / 6,987G
"
1013,victory,Ranked: Conquest - 4 months ago,25m,+22,+67 SR,Purification Beads,Blink Rune,8, 4, 10,"
3.25 KDA
",Fenrir,"
Level 20 / 15,156G
"
1014,defeat,Ranked: Conquest - 4 months ago,41m,-22,-157 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,10, 6, 11,"
2.58 KDA
",Agni,"
Level 20 / 21,459G
"
1015,defeat,Ranked: Conquest - 4 months ago,28m,-24,-94 SR,Purification Beads,Blink Rune,9, 3, 7,"
4.17 KDA
",Scylla,"
Level 20 / 14,458G
"
1016,defeat,Ranked: Conquest - 4 months ago,24m,-25,-155 SR,Heavenly Wings Upgrade,Blink Rune,3, 3, 13,"
3.17 KDA
",Geb,"
Level 16 / 12,108G
"
1017,defeat,Ranked: Conquest - 4 months ago,22m,-24,-71 SR,Aegis Amulet,Purification Beads,8, 5, 6,"
2.2 KDA
",Poseidon,"
Level 19 / 12,346G
"
1018,defeat,Ranked: Conquest - 4 months ago,41m,-26,-163 SR,Heavenly Wings Upgrade,Sundering Spear Upgrade,11, 11, 21,"
1.95 KDA
",Fafnir,"
Level 20 / 23,790G
"
1019,victory,Ranked: Conquest - 4 months ago,36m,+19,+144 SR,Purification Beads,Blink Rune,12, 9, 15,"
2.17 KDA
",Merlin,"
Level 20 / 19,743G
"
1020,defeat,Ranked: Conquest - 4 months ago,19m,-24,-106 SR,Purification Beads,Blink Rune,0, 7, 4,"
0.29 KDA
",Ymir,"
Level 13 / 8,367G
"
1021,defeat,Ranked: Conquest - 4 months ago,23m,-26,-90 SR,Purification Beads,Blink Rune,16, 3, 10,"
7 KDA
",Hun Batz,"
Level 20 / 15,003G
"
1022,defeat,Ranked: Conquest - 4 months ago,21m,-25,-179 SR,Aegis Amulet,Purification Beads,6, 4, 7,"
2.38 KDA
",The Morrigan,"
Level 17 / 11,287G
"
1023,victory,Ranked: Conquest - 4 months ago,45m,+25,+139 SR,Purification Beads Upgrade,Blink Rune Upgrade,18, 5, 9,"
4.5 KDA
",Chang'e,"
Level 20 / 27,214G
"
1024,victory,Ranked: Conquest - 4 months ago,30m,+26,+134 SR,Purification Beads Upgrade,Blink Rune Upgrade,6, 9, 14,"
1.44 KDA
",Susano,"
Level 20 / 17,016G
"
1025,defeat,Ranked: Conquest - 4 months ago,23m,-28,-194 SR,Purification Beads,Blink Rune,9, 4, 7,"
3.13 KDA
",Arachne,"
Level 20 / 14,753G
"
1026,victory,Ranked: Conquest - 4 months ago,22m,+27,+68 SR,Aegis Amulet,Purification Beads,10, 2, 13,"
8.25 KDA
",Raijin,"
Level 20 / 13,935G
"
1027,victory,Ranked: Conquest - 4 months ago,30m,+27,+31 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,7, 5, 9,"
2.3 KDA
",Ra,"
Level 20 / 19,868G
"
1028,victory,Ranked: Conquest - 4 months ago,30m,+27,+142 SR,Heavenly Wings Upgrade,Blink Rune Upgrade,8, 3, 16,"
5.33 KDA
",Odin,"
Level 20 / 16,709G
"
1029,victory,Ranked: Conquest - 4 months ago,25m,+28,+125 SR,Purification Beads Upgrade,Blink Rune,7, 7, 12,"
1.86 KDA
",Apollo,"
Level 20 / 15,938G
"
1030,victory,Ranked: Conquest - 4 months ago,27m,+29,+160 SR,Purification Beads,Blink Rune,10, 5, 7,"
2.7 KDA
",He Bo,"
Level 20 / 16,423G
"
1031,victory,Ranked: Conquest - 4 months ago,30m,+30,+237 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,3, 5, 28,"
3.4 KDA
",Athena,"
Level 20 / 17,127G
"
1032,defeat,Normal: Assault - 4 months ago,12m,-16,-66 SR,Purification Beads,Meditation Cloak,3, 4, 2,"
1 KDA
",Cupid,"
Level 17 / 8,571G
"
1033,victory,Normal: Conquest - 4 months ago,31m,+85,+138 SR,Purification Beads,Blink Rune,9, 13, 12,"
1.15 KDA
",Hades,"
Level 20 / 17,515G
"
1034,victory,Ranked: Conquest - 4 months ago,19m,+29,+42 SR,Purification Beads,Blink Rune,16, 1, 11,"
21.5 KDA
",Scylla,"
Level 19 / 13,697G
"
1035,victory,Ranked: Conquest - 4 months ago,11m,+32,+268 SR,Relic,Heavenly Wings Upgrade,3, 2, 3,"
2.25 KDA
",Odin,"
Level 10 / 6,554G
"
1036,defeat,Ranked: Conquest - 4 months ago,40m,-31,-149 SR,Purification Beads Upgrade,Blink Rune,10, 7, 5,"
1.79 KDA
",Merlin,"
Level 20 / 20,296G
"
1037,defeat,Ranked: Conquest - 4 months ago,22m,-31,-61 SR,Purification Beads,Blink Rune,3, 6, 8,"
1.17 KDA
",Hercules,"
Level 16 / 10,654G
"
1038,defeat,Ranked: Conquest - 4 months ago,23m,-31,-107 SR,Purification Beads,Blink Rune,3, 2, 2,"
2 KDA
",Janus,"
Level 19 / 11,835G
"
1039,victory,Ranked: Conquest - 4 months ago,23m,+30,+47 SR,Purification Beads,Blink Rune,14, 3, 7,"
5.83 KDA
",Nox,"
Level 20 / 15,450G
 "
1040,victory,Ranked: Conquest - 4 months ago,30m,+34,+152 SR,Aegis Amulet,Purification Beads,4, 5, 14,"
2.2 KDA
",Rama,"
Level 20 / 16,348G
"
1041,victory,Ranked: Conquest - 4 months ago,14m,+30,+161 SR,Purification Beads,Blink Rune,9, 1, 6,"
12 KDA
",Isis,"
Level 15 / 9,702G
"
1042,defeat,Ranked: Conquest - 4 months ago,29m,-35,-175 SR,Purification Beads,Blink Rune,6, 4, 5,"
2.13 KDA
",Cupid,"
Level 20 / 15,655G
"
1043,victory,Ranked: Conquest - 4 months ago,25m,+36,+65 SR,Aegis Amulet,Purification Beads,6, 1, 6,"
9 KDA
",Ra,"
Level 20 / 15,184G
"
1044,defeat,Ranked: Conquest - 4 months ago,21m,-37,-106 SR,Shield of Thorns Upgrade,Teleport Glyph Upgrade,1, 5, 1,"
0.3 KDA
",Bellona,"
Level 16 / 10,322G
"
1045,victory,Ranked: Conquest - 4 months ago,30m,+37,+38 SR,Aegis Amulet,Purification Beads,10, 3, 6,"
4.33 KDA
",Cernunnos,"
Level 20 / 17,690G
"
1046,victory,Ranked: Conquest - 4 months ago,14m,+44,+42 SR,Relic,Blink Rune,11, 2, 2,"
6 KDA
",Scylla,"
Level 14 / 9,107G
"
1047,victory,Ranked: Conquest - 4 months ago,24m,+33,+153 SR,Purification Beads,Blink Rune,13, 5, 5,"
3.1 KDA
",Thanatos,"
Level 20 / 16,185G
"
